type,timestamp,positions,velocities,torques
STATE_MOTOR,1284509.4150397927,"[0.022242721424341798, 0.14112623248547898, 0.6511748444574547, -0.0046019423636569235, -0.12041749184902283, 0.4188654353562005]","[0.07669903939428206, 0.15339807878856412, -0.07669903939428206, -0.15339807878856412, -0.15339807878856412, 0.38349519697141027]","[0.22814, 0.022814, 2.1445160000000003, 0.182512, 0.022814, 0.159698]"
STATE_MOTOR,1304581.8990212865,"[0.02531068300011308, 0.14419419406125028, 0.6481068828816834, -0.007669903939428206, -0.12348545342479411, 0.42216358839050133]","[0.15339807878856412, 0.15339807878856412, -0.07669903939428206, -0.15339807878856412, -0.15339807878856412, 0.30679615757712825]","[0.182512, 0.045628, 2.076074, 0.501908, 0.045628, 0.319396]"
STATE_MOTOR,1324654.87299487,"[0.028378644575884363, 0.14726215563702155, 0.6450389213059121, -0.010737865515199488, -0.12655341500056538, 0.4254617414248021]","[0.15339807878856412, 0.07669903939428206, -0.15339807878856412, -0.15339807878856412, -0.15339807878856412, 0.38349519697141027]","[0.091256, 0.045628, 2.212958, 0.433466, 0.091256, 0.159698]"
STATE_MOTOR,1344727.0570322871,"[0.03144660615165564, 0.15033011721279282, 0.6419709597301408, -0.01380582709097077, -0.12962137657633668, 0.42810026385224276]","[0.15339807878856412, 0.15339807878856412, -0.15339807878856412, -0.15339807878856412, -0.15339807878856412, 0.38349519697141027]","[0.022814, 0.022814, 2.007632, 0.273768, 0.022814, 0.091256]"
STATE_MOTOR,1364793.9800284803,"[0.03451456772742693, 0.15339807878856412, 0.6373690173664839, -0.01687378866674205, -0.13268933815210796, 0.4313984168865435]","[0.15339807878856412, 0.15339807878856412, -0.15339807878856412, -0.15339807878856412, -0.15339807878856412, 0.30679615757712825]","[0.068442, 0.045628, 1.9848180000000002, 0.638792, 0.022814, 0.136884]"
STATE_MOTOR,1384870.4940173775,"[0.037582529303198206, 0.15493205957644976, 0.6327670750028269, -0.019941750242513333, -0.13575729972787923, 0.4340369393139842]","[0.15339807878856412, 0.15339807878856412, -0.23009711818284617, -0.15339807878856412, -0.15339807878856412, 0.38349519697141027]","[0.11407, 0.11407, 2.007632, 0.45628, 0.091256, 0.11407]"
STATE_MOTOR,1404944.9580488726,"[0.04065049087896949, 0.15493205957644976, 0.6296991134270556, -0.023009711818284616, -0.1372912805157649, 0.43733509234828494]","[0.15339807878856412, 0.07669903939428206, -0.23009711818284617, -0.15339807878856412, -0.15339807878856412, 0.30679615757712825]","[0.11407, 0.091256, 1.847934, 0.11407, 0.045628, 0.159698]"
STATE_MOTOR,1425017.032015603,"[0.04371845245474077, 0.15493205957644976, 0.6266311518512844, -0.026077673394055898, -0.13882526130365053, 0.44063324538258575]","[0.15339807878856412, 0.0, -0.15339807878856412, -0.15339807878856412, -0.15339807878856412, 0.38349519697141027]","[0.091256, 0.091256, 1.870748, 0.501908, 0.022814, 0.479094]"
STATE_MOTOR,1445092.9160229862,"[0.04678641403051206, 0.15493205957644976, 0.6235631902755131, -0.02914563496982718, -0.13882526130365053, 0.44327176781002636]","[0.15339807878856412, 0.0, -0.15339807878856412, -0.15339807878856412, 0.0, 0.30679615757712825]","[0.136884, 0.205326, 1.962004, 0.410652, 0.0, 0.273768]"
STATE_MOTOR,1465168.2700496167,"[0.049854375606283335, 0.15493205957644976, 0.6189612479118562, -0.032213596545598466, -0.13882526130365053, 0.44591029023746703]","[0.15339807878856412, 0.0, -0.15339807878856412, -0.15339807878856412, 0.0, 0.38349519697141027]","[0.068442, 0.22814, 1.642608, 0.34221, 0.0, 0.136884]"
STATE_MOTOR,1485239.3740438856,"[0.05138835639416898, 0.15493205957644976, 0.6143593055481993, -0.035281558121369745, -0.13882526130365053, 0.4492084432717678]","[0.15339807878856412, 0.0, -0.23009711818284617, -0.15339807878856412, 0.0, 0.30679615757712825]","[0.022814, 0.205326, 1.231956, 0.387838, 0.0, 0.479094]"
