type,timestamp,positions
CONTROL,2990765.7459843904,"[0.071143, 0.042686, 0.542686, -0.042686, 0.0, 0.556914]"
CONTROL,3010833.9469879866,"[0.073922, 0.044353, 0.544353, -0.044353, 0.0, 0.559138]"
CONTROL,3030956.8690136075,"[0.076746, 0.046048, 0.546048, -0.046048, 0.0, 0.561397]"
CONTROL,3051030.8499797247,"[0.079613, 0.047768, 0.547768, -0.047768, 0.0, 0.56369]"
CONTROL,3071103.9709858596,"[0.082522, 0.049513, 0.549513, -0.049513, 0.0, 0.566018]"
CONTROL,3091178.492002655,"[0.085473, 0.051284, 0.551284, -0.051284, 0.0, 0.568378]"
CONTROL,3111251.7429864965,"[0.088465, 0.053079, 0.553079, -0.053079, 0.0, 0.570772]"
CONTROL,3131328.254006803,"[0.091497, 0.054898, 0.554898, -0.054898, 0.0, 0.573198]"
CONTROL,3151397.37498248,"[0.094569, 0.056741, 0.556741, -0.056741, 0.0, 0.575655]"
CONTROL,3171474.775997922,"[0.097679, 0.058608, 0.558608, -0.058608, 0.0, 0.578143]"
CONTROL,3191548.126982525,"[0.100828, 0.060497, 0.560497, -0.060497, 0.0, 0.580662]"
CONTROL,3211621.397989802,"[0.104013, 0.062408, 0.562408, -0.062408, 0.0, 0.583211]"
CONTROL,3231696.589034982,"[0.107235, 0.064341, 0.564341, -0.064341, 0.0, 0.585788]"
CONTROL,3251765.4600087553,"[0.110493, 0.066296, 0.566296, -0.066296, 0.0, 0.588394]"
CONTROL,3271833.532024175,"[0.113785, 0.068271, 0.568271, -0.068271, 0.0, 0.591028]"
CONTROL,3291899.6730004437,"[0.117111, 0.070267, 0.570267, -0.070267, 0.0, 0.593689]"
CONTROL,3311970.103997737,"[0.120471, 0.072282, 0.572282, -0.072282, 0.0, 0.596377]"
CONTROL,3332034.864986781,"[0.123862, 0.074317, 0.574317, -0.074317, 0.0, 0.59909]"
CONTROL,3352111.746033188,"[0.127286, 0.076371, 0.576371, -0.076371, 0.0, 0.601828]"
CONTROL,3372186.956985388,"[0.130739, 0.078444, 0.578444, -0.078444, 0.0, 0.604591]"
CONTROL,3392260.2779930457,"[0.134223, 0.080534, 0.580534, -0.080534, 0.0, 0.607378]"
CONTROL,3412333.18898594,"[0.137735, 0.082641, 0.582641, -0.082641, 0.0, 0.610188]"
CONTROL,3432410.3000108153,"[0.141275, 0.084765, 0.584765, -0.084765, 0.0, 0.61302]"
CONTROL,3452485.969988629,"[0.144842, 0.086905, 0.586905, -0.086905, 0.0, 0.615874]"
CONTROL,3472571.350983344,"[0.148436, 0.089062, 0.589062, -0.089062, 0.0, 0.618749]"
CONTROL,3492638.252035249,"[0.152055, 0.091233, 0.591233, -0.091233, 0.0, 0.621644]"
CONTROL,3512712.7330051735,"[0.155698, 0.093419, 0.593419, -0.093419, 0.0, 0.624559]"
CONTROL,3532788.113981951,"[0.159365, 0.095619, 0.595619, -0.095619, 0.0, 0.627492]"
CONTROL,3552866.635029204,"[0.163054, 0.097833, 0.597833, -0.097833, 0.0, 0.630443]"
CONTROL,3572938.845027238,"[0.166765, 0.100059, 0.600059, -0.100059, 0.0, 0.633412]"
CONTROL,3593009.306001477,"[0.170497, 0.102298, 0.602298, -0.102298, 0.0, 0.636398]"
CONTROL,3613077.8070073575,"[0.174249, 0.104549, 0.604549, -0.104549, 0.0, 0.639399]"
CONTROL,3633148.438006174,"[0.178019, 0.106812, 0.606812, -0.106812, 0.0, 0.642415]"
CONTROL,3653225.4589837976,"[0.181808, 0.109085, 0.609085, -0.109085, 0.0, 0.645446]"
CONTROL,3673293.56999835,"[0.185613, 0.111368, 0.611368, -0.111368, 0.0, 0.64849]"
CONTROL,3693361.8410257623,"[0.189434, 0.113661, 0.613661, -0.113661, 0.0, 0.651548]"
CONTROL,3713442.121981643,"[0.193271, 0.115963, 0.615963, -0.115963, 0.0, 0.654617]"
CONTROL,3733517.632004805,"[0.197122, 0.118273, 0.618273, -0.118273, 0.0, 0.657697]"
CONTROL,3753588.9230202883,"[0.200986, 0.120591, 0.620591, -0.120591, 0.0, 0.660788]"
CONTROL,3773664.2340314575,"[0.204862, 0.122917, 0.622917, -0.122917, 0.0, 0.663889]"
CONTROL,3793704.3650308624,"[0.208749, 0.125249, 0.625249, -0.125249, 0.0, 0.666999]"
CONTROL,3813776.8959859386,"[0.212647, 0.127588, 0.627588, -0.127588, 0.0, 0.670117]"
CONTROL,3833843.6870253645,"[0.216553, 0.129932, 0.629932, -0.129932, 0.0, 0.673243]"
CONTROL,3853914.2970112152,"[0.220469, 0.132281, 0.632281, -0.132281, 0.0, 0.676375]"
CONTROL,3873987.108003348,"[0.224391, 0.134635, 0.634635, -0.134635, 0.0, 0.679513]"
CONTROL,3894062.398991082,"[0.22832, 0.136992, 0.636992, -0.136992, 0.0, 0.682656]"
CONTROL,3914140.210021287,"[0.232255, 0.139353, 0.639353, -0.139353, 0.0, 0.685804]"
CONTROL,3934214.3110116012,"[0.236193, 0.141716, 0.641716, -0.141716, 0.0, 0.688955]"
CONTROL,3954283.871978987,"[0.240136, 0.144081, 0.644081, -0.144081, 0.0, 0.692109]"
CONTROL,3974353.3320142888,"[0.24408, 0.146448, 0.646448, -0.146448, 0.0, 0.695264]"
CONTROL,3994430.9330312535,"[0.248027, 0.148816, 0.648816, -0.148816, 0.0, 0.698421]"
CONTROL,4014501.373982057,"[0.251973, 0.151184, 0.651184, -0.151184, 0.0, 0.701579]"
CONTROL,4034609.745023772,"[0.25592, 0.153552, 0.653552, -0.153552, 0.0, 0.704736]"
CONTROL,4054681.4459958114,"[0.259864, 0.155919, 0.655919, -0.155919, 0.0, 0.707891]"
CONTROL,4074702.786980197,"[0.263807, 0.158284, 0.658284, -0.158284, 0.0, 0.711045]"
CONTROL,4094774.828001391,"[0.267745, 0.160647, 0.660647, -0.160647, 0.0, 0.714196]"
CONTROL,4114845.5680231564,"[0.27168, 0.163008, 0.663008, -0.163008, 0.0, 0.717344]"
CONTROL,4134918.4589926153,"[0.275609, 0.165365, 0.665365, -0.165365, 0.0, 0.720487]"
CONTROL,4154992.1500263736,"[0.279531, 0.167719, 0.667719, -0.167719, 0.0, 0.723625]"
CONTROL,4175063.5909847915,"[0.283447, 0.170068, 0.670068, -0.170068, 0.0, 0.726757]"
CONTROL,4195133.291999809,"[0.287353, 0.172412, 0.672412, -0.172412, 0.0, 0.729883]"
CONTROL,4215203.493018635,"[0.291251, 0.174751, 0.674751, -0.174751, 0.0, 0.733001]"
CONTROL,4235273.173020687,"[0.295138, 0.177083, 0.677083, -0.177083, 0.0, 0.736111]"
CONTROL,4255341.103998944,"[0.299014, 0.179409, 0.679409, -0.179409, 0.0, 0.739212]"
CONTROL,4275420.585006941,"[0.302878, 0.181727, 0.681727, -0.181727, 0.0, 0.742303]"
CONTROL,4295495.386002585,"[0.306729, 0.184037, 0.684037, -0.184037, 0.0, 0.745383]"
CONTROL,4315567.056997679,"[0.310566, 0.186339, 0.686339, -0.186339, 0.0, 0.748452]"
CONTROL,4335642.818012275,"[0.314387, 0.188632, 0.688632, -0.188632, 0.0, 0.75151]"
CONTROL,4355701.1089869775,"[0.318192, 0.190915, 0.690915, -0.190915, 0.0, 0.754554]"
CONTROL,4375777.019013185,"[0.321981, 0.193188, 0.693188, -0.193188, 0.0, 0.757585]"
CONTROL,4395849.780004937,"[0.325751, 0.195451, 0.695451, -0.195451, 0.0, 0.760601]"
CONTROL,4415930.651011877,"[0.329503, 0.197702, 0.697702, -0.197702, 0.0, 0.763602]"
CONTROL,4436006.001022179,"[0.333235, 0.199941, 0.699941, -0.199941, 0.0, 0.766588]"
CONTROL,4456084.2019855045,"[0.336946, 0.202167, 0.702167, -0.202167, 0.0, 0.769557]"
CONTROL,4476156.732009258,"[0.340635, 0.204381, 0.704381, -0.204381, 0.0, 0.772508]"
CONTROL,4496227.283030748,"[0.344302, 0.206581, 0.706581, -0.206581, 0.0, 0.775441]"
CONTROL,4516299.623996019,"[0.347945, 0.208767, 0.708767, -0.208767, 0.0, 0.778356]"
