type,timestamp,positions,velocities,torques
STATE_MOTOR,702554.2170158587,"[0.005368932757599744, 0.01380582709097077, 0.572941824275287, 0.0, -0.0007669903939428206, 0.503957783641161]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.068442, 0.091256, 1.779492, 0.0, 0.0, 0.022814]"
STATE_MOTOR,722625.9639719501,"[0.005368932757599744, 0.01380582709097077, 0.572941824275287, 0.0, -0.0007669903939428206, 0.503957783641161]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.068442, 0.091256, 1.8023060000000002, 0.0, 0.0, 0.0]"
STATE_MOTOR,742694.8309876025,"[0.005368932757599744, 0.01380582709097077, 0.572941824275287, 0.0, -0.0007669903939428206, 0.503957783641161]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.045628, 0.091256, 1.8023060000000002, 0.0, 0.0, 0.0]"
STATE_MOTOR,762761.7779653519,"[0.005368932757599744, 0.01380582709097077, 0.572941824275287, 0.0, -0.0007669903939428206, 0.503957783641161]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.045628, 0.068442, 1.8023060000000002, 0.0, 0.0, 0.022814]"
STATE_MOTOR,782828.5049763508,"[0.005368932757599744, 0.01380582709097077, 0.572941824275287, 0.0, -0.0007669903939428206, 0.503957783641161]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.045628, 0.068442, 1.8023060000000002, 0.0, 0.0, 0.022814]"
STATE_MOTOR,802896.3429969735,"[0.005368932757599744, 0.01380582709097077, 0.572941824275287, 0.0, -0.0007669903939428206, 0.503957783641161]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.045628, 0.091256, 1.8023060000000002, 0.0, 0.0, 0.022814]"
STATE_MOTOR,822962.4399682507,"[0.005368932757599744, 0.01380582709097077, 0.572941824275287, 0.0, -0.0007669903939428206, 0.503957783641161]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.045628, 0.068442, 1.8023060000000002, 0.0, 0.0, 0.0]"
STATE_MOTOR,843031.8869650364,"[0.005368932757599744, 0.01380582709097077, 0.572941824275287, 0.0, -0.0007669903939428206, 0.503957783641161]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.045628, 0.091256, 1.8023060000000002, 0.0, 0.0, 0.0]"
STATE_MOTOR,863104.5040092431,"[0.005368932757599744, 0.01380582709097077, 0.572941824275287, 0.0, -0.0007669903939428206, 0.503957783641161]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.068442, 0.091256, 1.8023060000000002, 0.0, 0.0, 0.022814]"
STATE_MOTOR,883176.7709925771,"[0.005368932757599744, 0.01380582709097077, 0.572941824275287, 0.0, -0.0007669903939428206, 0.503957783641161]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.068442, 0.068442, 1.8023060000000002, 0.0, 0.0, 0.0]"
